CODIGO,REFERENCIA,BARRA,DESCRICAO,SERVICO,PRODUTO,TIPO,UNIDADE,CODCAT,CATEGORIA,CODMAR,MARCA,QUANT_MINI,QUANT_ATUA,QUANT_MAX,QUANT_UNID,P_CUSTO,P_VENDA,MENSAGEM,IPI,COD_SIT,COD_IPI,AL_IPI,CLAS_FIS,AL_ICMS,FOTO,OBS,IMPRESSO,PECA,QUANTIDADE,GRUPO,M3,QUANTIDADE,COMPRADO,DESCONTO,DATA,ENTANT,SAIANT,SALDOANT,ENTRADA,SAIDA,SALDO,MARGEM,AVISOMIN,AVISOZER,FALTA,MAIS_VEND,MAIS_QUAN,PRAZO,MARGEM2,ATACADO,MARGEM3,FOTO1,FOTO2,LOCALIZA,VENZER,VENCIMENTO,LUCRO,TOT_CUSTO,LUCROP,BLOQUEARD,LIMITED,COMISSAO,DESC_NCM,ORIG_PROD,CODI_IPI,CODI_PIS,CODI_COFI,TRIB_NACI,TRIB_IMPO,TRIB_ESTA,TRIB_MUNI,CFOP_VEND,CFOP_DESC,ICMS_ST_S,ICMS_ST_N,ICMS_REDU,PROD_ST,D_ORIGEM,D_PIS,D_COFINS,D_IPI,D_CSOSN,CODI_CSOSN,CODI_CEST,CODI_ESPEG,DESC_GRUPE,PROD_CONT,GTIN,DESC_ANP,BC_ST,VAL_ST,EPARALELO
199,,,TRIZETA,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,-1.0,0.0,0.0,97.78,124.12,,,,,0.0,,0,,,False,0,,,,,False,0,2025-06-30,0.0,0.0,0.0,0.0,0.0,0.0,26.94,True,True,0.0,190.0,2.0,0.0,0.0,0.0,0.0,,,,True,,65.5,124.5,52.61,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-5.0
200,,,ROLAMENTO DE RODA TRASEIRO,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,-2.0,0.0,0.0,95.13,118.56,,,,,0.0,,0,,,False,0,,,,,False,0,2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,24.63,True,True,-5.0,1055.0,8.0,0.0,0.0,0.0,0.0,,,,True,,227.26,827.74,27.46,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,6.0
201,,,CILINDRO RODA TRASEIRO,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,8.0,0.0,0.0,47.43,61.76,,,,,0.0,,0,,,False,0,,,,,False,0,2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,30.21,False,False,-3.0,1425.0,19.0,0.0,0.0,0.0,0.0,,,,False,,-16.69,1441.69,-1.16,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,12.0
202,,,SAPATA FREIO C/HASTE,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,-2.0,0.0,0.0,95.04,107.9,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,13.53,True,True,0.0,340.0,1.0,0.0,0.0,0.0,0.0,,,,True,,207.95,132.05,157.48,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-1.0
203,,,TAMBOR FREIO TRASEIRO,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,-1.0,0.0,0.0,184.87,215.08,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,16.34,True,True,0.0,2880.0,16.0,0.0,0.0,0.0,0.0,,,,True,,250.68,2629.32,9.53,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-2.0
204,,,BATERIA ONBAT 45 12M,False,True,PRODUTO,UNI,7,BATERIA,0,,0.0,0.0,0.0,0.0,182.81,270.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,47.69,True,True,0.0,440.0,2.0,0.0,0.0,0.0,0.0,,,,True,,144.72,295.28,49.01,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
205,,,PNEU 175/70/14 GENERAL,False,True,PRODUTO,UNI,5,PNEU,0,,0.0,0.0,0.0,0.0,289.9,420.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,44.88,True,True,0.0,9300.0,26.0,0.0,0.0,0.0,0.0,,,,True,,2710.0,6590.0,41.12,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,10.0
206,,,PNEU 185/65/15 IMPORT,False,True,PRODUTO,UNI,5,PNEU,185,..,0.0,12.0,0.0,0.0,245.0,325.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,32.65,True,True,0.0,2379.94,8.0,0.0,0.0,0.0,0.0,,,,True,,384.74,1995.2,19.28,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,1.0
207,,,SERVIÇO TORNO,False,True,PRODUTO,UN,2,INTERNO,0,,0.0,-19.0,0.0,0.0,140.0,50.0,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,-15.0,4930.0,29.0,0.0,0.0,0.0,0.0,,,,True,,2420.0,2510.0,96.41,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,12.0
208,,,LUB CAIXA 80,False,True,PRODUTO,LTR,4,LUBRIFICANTE,185,..,0.0,6.0,0.0,0.0,22.35,45.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,101.34,True,True,0.0,630.0,13.0,0.0,0.0,0.0,0.0,,,,True,,335.39,294.61,113.84,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,6.0
209,,,KIT COIFA E BATENTE,False,True,PRODUTO,,3,PEÇA,0,,0.0,-20.0,0.0,0.0,22.17,60.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,-24.0,1380.0,24.0,0.0,0.0,0.0,0.0,,,,True,,874.97,505.03,173.25,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,13.0
210,,,JUNTA SUPERIOR MOTOR,False,True,PRODUTO,JG,3,PEÇA,0,,0.0,0.0,0.0,0.0,124.96,144.65,,,,,0.0,,0,,,False,0,,,,,False,0,2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,15.76,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-1.0
211,,,VALVULA ESCAPE,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,0.0,0.0,0.0,23.76,30.5,,,,,0.0,,0,,,False,0,,,,,False,0,2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,28.35,True,True,0.0,340.0,8.0,0.0,0.0,0.0,0.0,,,,True,,55.32,284.68,19.43,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
212,,,VALVULA ADMINSSAO,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,-1.0,0.0,0.0,26.12,30.73,,,,,0.0,,0,,,False,0,,,,,False,0,2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,17.65,True,True,0.0,120.0,4.0,0.0,0.0,0.0,0.0,,,,True,,23.52,96.48,24.38,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
213,,,INTERRUPTOR RADIADOR,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,2.0,0.0,0.0,42.07,55.92,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-03,0.0,0.0,0.0,0.0,0.0,0.0,32.91,True,True,0.0,55.0,1.0,0.0,0.0,0.0,0.0,,,,True,,12.55,42.45,29.56,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,1.0
214,,,MANGUEIRA AQUECEDOR,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,-1.0,0.0,0.0,24.89,28.69,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,15.26,True,True,-2.0,585.0,7.0,0.0,0.0,0.0,0.0,,,,True,,101.07,483.93,20.89,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,2.0
215,,,HIGIENIZAÇÃO,True,False,SERVICO,UNI,1,MAO DE OBRA,0,,0.0,0.0,0.0,0.0,0.0,80.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,2325.0,32.0,0.0,0.0,0.0,0.0,,,,False,,2325.0,0.0,-100.0,False,0.0,12.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
216,,,FERRAMENTAS SINCRONISMO,False,True,PRODUTO,UN,2,INTERNO,0,,0.0,2.0,0.0,0.0,504.5,504.5,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
217,,,LUVA,False,True,PRODUTO,PR,2,INTERNO,0,,0.0,-25.0,0.0,0.0,3.68,58.8,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-1.0
218,,,CARCAÇA VALVULA TERMOSTATICA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,-3.0,0.0,0.0,218.83,340.0,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,1950.0,6.0,0.0,0.0,0.0,0.0,,,,True,,881.68,1068.32,82.53,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-3.0
219,,,PARAFUSO CABECOTE,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,10.0,0.0,0.0,169.46,197.79,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-09,0.0,0.0,0.0,0.0,0.0,0.0,16.72,True,True,0.0,1770.0,9.0,0.0,0.0,0.0,0.0,,,,True,,589.79,1180.21,49.97,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,5.0
220,,,HIGIENIZADOR AR CONDICIONADO,False,True,PRODUTO,un,3,PEÇA,0,,0.0,37.0,0.0,0.0,18.39,76.82,,,,,0.0,,0,,,False,0,,,,,False,0,2026-02-24,0.0,0.0,0.0,0.0,0.0,0.0,317.75,True,True,-5.0,915.0,12.0,0.0,0.0,0.0,0.0,,,,True,,688.92,226.08,304.72,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,7.0
221,,,BANDEJA SUSPENSAO,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,0.0,0.0,0.0,197.07,226.53,,,,,0.0,,0,,,False,0,,,,,False,0,2025-05-06,0.0,0.0,0.0,0.0,0.0,0.0,14.95,True,True,0.0,720.0,2.0,0.0,0.0,0.0,0.0,,,,True,,-36.88,756.88,-4.87,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-1.0
222,,,KIT TRAMBULADOR,False,True,PRODUTO,KT,3,PEÇA,0,,0.0,-1.0,0.0,0.0,78.0,100.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,28.21,True,True,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-2.0
223,,,CARGA BATERIA,True,False,SERVICO,UNI,0,,0,,0.0,0.0,0.0,0.0,0.0,20.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,40.0,2.0,0.0,0.0,0.0,0.0,,,,False,,40.0,0.0,-100.0,False,0.0,12.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
224,,,CONDICIONADOR DE METAIS,False,True,PRODUTO,UN,4,LUBRIFICANTE,0,,0.0,1.0,0.0,0.0,40.25,70.0,,,,,0.0,,0,,,False,0,,,,,False,0,2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,73.91,True,True,0.0,190.0,3.0,0.0,0.0,0.0,0.0,,,,True,,69.25,120.75,57.35,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
225,,,KIT AMORTECEDOR DIANTEIRO,False,True,PRODUTO,KT,3,PEÇA,0,,0.0,6.0,0.0,0.0,12.06,32.42,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,168.82,True,True,0.0,3305.0,52.0,0.0,0.0,0.0,0.0,,,,True,,1829.56,1475.44,124.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,32.0
226,,,CUBO RODA TRASEIRO C/ ROLAMENTO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,8.0,0.0,0.0,158.07,201.57,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,27.52,True,True,0.0,2070.0,11.0,0.0,0.0,0.0,0.0,,,,True,,672.04,1397.96,48.07,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,2.0
227,,,CABO FREIO TRASEIRO  DIREITO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,20.41,25.37,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,24.29,True,True,0.0,165.0,2.0,0.0,0.0,0.0,0.0,,,,True,,72.44,92.56,78.26,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
228,,,CABO FREIO TRASEIRO ESQUERDO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,47.38,58.19,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,22.82,True,True,0.0,310.0,3.0,0.0,0.0,0.0,0.0,,,,True,,118.49,191.51,61.87,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
229,,,ANEL ENCOSTO TULIPA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,60.0,68.84,,,,,0.0,,0,,,False,0,,,,,False,0,2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,14.73,True,True,0.0,230.0,2.0,0.0,0.0,0.0,0.0,,,,True,,61.05,168.95,36.13,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,3.0
230,,,KIT AMORTECEDOR TRASEIRO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,1.0,0.0,0.0,34.96,38.63,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,10.49,True,True,0.0,1580.0,28.0,0.0,0.0,0.0,0.0,,,,True,,917.56,662.44,138.51,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,8.0
231,,,AROMATIZANTE VEICULO,False,True,PRODUTO,un,2,INTERNO,0,,0.0,600.0,0.0,0.0,2.2,20.0,,,,,0.0,,0,,,False,0,,,,,False,0,2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
232,,,INTERRUPTOR LUZ FREIO,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,-1.0,0.0,0.0,119.79,138.64,,,,,0.0,,0,,,False,0,,,,,False,0,2025-11-28,0.0,0.0,0.0,0.0,0.0,0.0,15.74,True,True,0.0,140.0,1.0,0.0,0.0,0.0,0.0,,,,True,,57.01,82.99,68.7,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,1.0
233,,,REGULAGEM VALVULA,True,False,SERVICO,HR,1,MAO DE OBRA,0,,0.0,0.0,0.0,0.0,0.0,200.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,,0.0,0.0,0.0,False,0.0,12.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
234,,,PROTETOR CORREIA DENTADA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,39.54,49.19,,,,,0.0,,0,,,False,0,,,,,False,0,2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,24.4,True,True,0.0,510.0,5.0,0.0,0.0,0.0,0.0,,,,True,,107.06,402.94,26.57,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,4.0
235,,,SAPATA FREIO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,1.0,0.0,0.0,121.82,140.73,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,15.52,True,True,0.0,4005.0,22.0,0.0,0.0,0.0,0.0,,,,True,,1116.42,2888.58,38.65,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,3.0
236,,,DISCO FREIO DIANTEIRO VENTILADO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,-9.0,0.0,0.0,117.73,147.63,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,25.4,True,True,0.0,7415.0,38.0,0.0,0.0,0.0,0.0,,,,True,,2322.52,5092.48,45.61,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-2.0
237,,,BATERIA ZETTA 60HP 18M,False,True,PRODUTO,UNI,7,BATERIA,0,,0.0,0.0,0.0,0.0,251.0,330.0,,,,,0.0,,0,,,False,0,,,,,False,0,2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,31.47,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
238,,,RESERVATORIO RADIADOR,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,7.0,0.0,0.0,252.36,401.35,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,59.04,True,True,0.0,1045.0,10.0,0.0,0.0,0.0,0.0,,,,True,,472.7,572.3,82.6,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,2.0
239,,,REPARO ALAVANCA CAMBIO,False,True,PRODUTO,UNI,3,PEÇA,0,,0.0,1.0,0.0,0.0,114.67,168.98,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-09,0.0,0.0,0.0,0.0,0.0,0.0,47.36,True,True,0.0,405.0,3.0,0.0,0.0,0.0,0.0,,,,True,,201.83,203.17,99.34,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-2.0
240,,,SENSOR FLUXO AR,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,291.45,400.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,37.24,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
241,,,COXIM CAMBIO TRASEIRO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,1.0,0.0,0.0,71.22,84.32,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,18.4,True,True,0.0,1255.0,6.0,0.0,0.0,0.0,0.0,,,,True,,8.71,1246.29,0.7,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,5.0
242,,,BRACO TENSOR TRASEIRO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,198.0,225.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,13.64,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
243,,,TERMINAL DIRECAO ESQUERDO,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,-8.0,0.0,0.0,65.87,78.92,,,,,0.0,,0,,,False,0,,,,,False,0,2026-03-09,0.0,0.0,0.0,0.0,0.0,0.0,19.81,True,True,0.0,1245.0,16.0,0.0,0.0,0.0,0.0,,,,True,,324.46,920.54,35.25,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,10.0
244,,,PNEU 185/65/15 CONTINENTAL,False,True,PRODUTO,UN,5,PNEU,0,,0.0,0.0,0.0,0.0,386.49,473.14,,,,,0.0,,0,,,False,0,,,,,False,0,2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,22.42,True,True,0.0,2740.0,6.0,0.0,0.0,0.0,0.0,,,,True,,313.9,2426.1,12.94,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
245,,,BATERIA PIONEIRO 90HP,False,True,PRODUTO,UN,7,BATERIA,0,,0.0,0.0,0.0,0.0,399.49,650.0,,,,,0.0,,0,,,False,0,,,,,False,0,2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,62.71,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
246,,,FLUIDO RADIADOR,False,True,PRODUTO,UN,4,LUBRIFICANTE,0,,0.0,-18.0,0.0,0.0,20.51,40.0,,,,,0.0,,0,,,False,0,,,,,False,0,2025-10-16,0.0,0.0,0.0,0.0,0.0,0.0,95.03,True,True,0.0,10160.0,334.0,0.0,0.0,0.0,0.0,,,,True,,5476.43,4683.57,116.93,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,151.0
247,,,DESENGRIPANTE,False,True,PRODUTO,UN,4,LUBRIFICANTE,0,,0.0,18.0,0.0,0.0,9.28,30.0,,,,,0.0,,0,,,False,0,,,,,False,0,2025-11-13,0.0,0.0,0.0,0.0,0.0,0.0,223.28,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,3.0
248,,,SENSOR POSICAO BORBOLETA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,0.0,0.0,0.0,100.27,135.86,,,,,0.0,,0,,,False,0,,,,,False,0,2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,35.49,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,True,,0.0,0.0,0.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,-2.0
249,,,PALHETA 15 DIANTEIRA,False,True,PRODUTO,UNI,3,PEÇA,185,..,0.0,4.0,0.0,0.0,52.0,130.0,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-07,0.0,0.0,0.0,0.0,0.0,0.0,150.0,True,True,0.0,1550.0,22.0,0.0,0.0,0.0,0.0,,,,True,,339.62,1210.38,28.06,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,14.0
250,,,PALHETA TRASEIRA,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,2.0,0.0,0.0,25.0,36.98,,,,,0.0,,0,,,False,0,,,,,False,0,2025-12-03,0.0,0.0,0.0,0.0,0.0,0.0,47.93,True,True,0.0,60.0,1.0,0.0,0.0,0.0,0.0,,,,True,,35.0,25.0,140.0,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
251,,,TAMPA OLEO MOTOR,False,True,PRODUTO,UN,3,PEÇA,0,,0.0,1.0,0.0,0.0,50.58,75.87,,,,,0.0,,0,,,False,0,,,,,False,0,2026-04-13,0.0,0.0,0.0,0.0,0.0,0.0,50.0,True,True,-1.0,17.0,1.0,0.0,0.0,0.0,0.0,,,,True,,-8.48,25.48,-33.28,False,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,False,False,0.0,,,,,,,,,0,,,,,0.0,0.0,0.0
