NUMERO,ORDEM,ORCAMENTO,VENDA,DATA,TIPO,SERVICO,PRODUTO,UNIDADE,CODFOR,FORNECEDOR,CODPRO,DESCRICAO,CUSTO,VALOR,QUANTIA,DESCONTO,DESCONTOP,TOTAL,CODUSU,USUARIO,STATUS,CONTROLE,REFERENCIA,DATA_ENTRE,HORA_ENTRE,FALTAS,OBS,BARRA,TABELA1,TABELA2,TABELA3,TABELA,CODTEC,TECNICO,PEDIDO,DATASAI,HORASAI,NF,BC_ST,VAL_ST,TELEFONE
899,False,False,False,2023-05-05,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,148,JUNTA TAMPA VALVULA,158.53,41.1,1.0,0.0,0.0,41.1,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
900,False,False,False,2023-05-04,PRODUTO,False,False,UN,2,COREMMA LTDA,405,DISCO FREIO DIANTEIRO SOLIDO,61.12,61.12,2.0,0.0,0.0,122.24,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
900,False,False,False,2023-05-04,PRODUTO,False,False,JG,2,COREMMA LTDA,339,PASTILHA FREIO DIANTEIRO,46.59,46.59,1.0,0.0,0.0,46.59,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
900,False,False,False,2023-05-04,PRODUTO,False,False,un,2,COREMMA LTDA,202,SAPATA FREIO C/HASTE,83.78,59.42,1.0,0.0,0.0,59.42,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
900,False,False,False,2023-05-04,PRODUTO,False,False,un,2,COREMMA LTDA,201,CILINDRO RODA TRASEIRO,34.43,34.8,2.0,0.0,0.0,69.6,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
900,False,False,False,2023-05-04,PRODUTO,False,False,KG,2,COREMMA LTDA,44,FILTRO AR,18.86,18.86,1.0,0.0,0.0,18.86,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
900,False,False,False,2023-05-04,PRODUTO,False,False,UN,2,COREMMA LTDA,125,COXIM AMORTECEDOR DIANTEIRO,54.8,54.8,2.0,0.0,0.0,109.6,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
901,False,False,False,2023-05-05,PRODUTO,False,False,UNI,2,COREMMA LTDA,96,RETENTOR COMANDO VALVULA,15.56,15.56,1.0,0.0,0.0,15.56,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
902,False,False,False,2023-05-05,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,58,CORREIA MICRO V,59.42,37.6,1.0,0.0,0.0,37.6,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
902,False,False,False,2023-05-05,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,58,CORREIA MICRO V,59.42,69.38,1.0,0.0,0.0,69.38,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
903,False,False,False,2023-05-05,PRODUTO,False,False,UNI,1,ZENO AUTO PEÇAS,17,FILTRO LUB,14.61,9.93,12.0,0.0,0.0,119.16,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
904,False,False,False,2023-05-05,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,136,BUCHA BARRA ESTABILIZADORA,17.65,29.74,2.0,0.0,0.0,59.48,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
904,False,False,False,2023-05-05,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,137,BIELETA DIANTEIRA,49.82,38.68,2.0,0.0,0.0,77.36,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
905,False,False,False,2023-05-08,PRODUTO,False,False,KT,2,COREMMA LTDA,34,KIT EMBREAGEM,444.27,302.48,1.0,0.0,0.0,302.48,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
906,False,False,False,2023-05-08,PRODUTO,False,False,UNI,6,DABESUL DISTRIBUIDOR DE PEÇAS,20,ROLAMENTO RODA TRASEIRO,126.84,68.0,1.0,0.0,0.0,68.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
908,False,False,False,2023-05-09,PRODUTO,False,False,un,2,COREMMA LTDA,199,TRIZETA,63.02,69.61,1.0,0.0,0.0,69.61,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
909,False,False,False,2023-05-02,PRODUTO,False,False,UN,46,GP PNEUS,376,PNEU 215/50/17 BRIDGESTONE TURANZA,623.5,593.5,2.0,0.0,0.0,1187.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
910,False,False,False,2023-04-28,PRODUTO,False,False,UNI,9,AVIV COMERCIO LTDA (MAUER),183,PNEU 175/65/14 IMPORT,268.0,265.0,8.0,0.0,0.0,2120.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
910,False,False,False,2023-04-28,PRODUTO,False,False,UN,9,AVIV COMERCIO LTDA (MAUER),348,PNEU 185/65/14 IMPORT,299.0,285.0,4.0,0.0,0.0,1140.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
911,False,False,False,2023-05-04,PRODUTO,False,False,UN,39,GL COMERCIAL LTDA,352,PNEU 205/65/15 IMPORT,430.0,309.23,4.0,0.0,0.0,1236.92,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
912,False,False,False,2023-05-10,PRODUTO,False,False,UN,2,COREMMA LTDA,78,CILINDRO MESTRE,120.73,119.88,1.0,0.0,0.0,119.88,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
912,False,False,False,2023-05-10,PRODUTO,False,False,UN,2,COREMMA LTDA,236,DISCO FREIO DIANTEIRO VENTILADO,120.51,66.87,2.0,0.0,0.0,133.74,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
912,False,False,False,2023-05-10,PRODUTO,False,False,JG,2,COREMMA LTDA,339,PASTILHA FREIO DIANTEIRO,46.59,36.6,1.0,0.0,0.0,36.6,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
912,False,False,False,2023-05-10,PRODUTO,False,False,UN,2,COREMMA LTDA,235,SAPATA FREIO,59.42,48.1,1.0,0.0,0.0,48.1,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
913,False,False,False,2023-05-09,PRODUTO,False,False,UN,2,COREMMA LTDA,9,BOMBA AGUA,368.89,72.34,1.0,0.0,0.0,72.34,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
913,False,False,False,2023-05-09,PRODUTO,False,False,kt,2,COREMMA LTDA,334,KIT DISTRIBUICAO,229.29,86.87,1.0,0.0,0.0,86.87,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
913,False,False,False,2023-05-09,PRODUTO,False,False,UN,2,COREMMA LTDA,182,TAMPA RESERVATORIO RADIADOR,21.83,12.64,1.0,0.0,0.0,12.64,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
914,False,False,False,2023-05-09,PRODUTO,False,False,un,6,DABESUL DISTRIBUIDOR DE PEÇAS,466,IMPULSOR BENDIX,145.0,75.0,1.0,0.0,0.0,75.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
914,False,False,False,2023-05-09,PRODUTO,False,False,UN,6,DABESUL DISTRIBUIDOR DE PEÇAS,64,PORTA ESCOVAS,40.0,45.0,1.0,0.0,0.0,45.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
915,False,False,False,2023-05-09,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,24,SENSOR ROTACAO,169.82,169.82,1.0,0.0,0.0,169.82,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
916,False,False,False,2023-05-09,PRODUTO,False,False,UNI,2,COREMMA LTDA,96,RETENTOR COMANDO VALVULA,15.56,13.87,1.0,0.0,0.0,13.87,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
917,False,False,False,2023-05-09,PRODUTO,False,False,PC,2,COREMMA LTDA,471,PLUG ELETR,106.11,59.42,1.0,0.0,0.0,59.42,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
918,False,False,False,2023-05-11,PRODUTO,False,False,un,2,COREMMA LTDA,166,AMORTECEDOR TRASEIRO,122.05,119.13,2.0,0.0,0.0,238.26,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
918,False,False,False,2023-05-11,PRODUTO,False,False,un,2,COREMMA LTDA,427,COXIM AMORTECEDOR TRASEIRO,83.29,63.01,2.0,0.0,0.0,126.02,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
918,False,False,False,2023-05-11,PRODUTO,False,False,UN,2,COREMMA LTDA,230,KIT AMORTECEDOR TRASEIRO,21.22,32.07,2.0,0.0,0.0,64.14,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
919,False,False,False,2023-05-11,PRODUTO,False,False,KT,2,COREMMA LTDA,34,KIT EMBREAGEM,302.48,214.58,1.0,0.0,0.0,214.58,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
920,False,False,False,2023-05-11,PRODUTO,False,False,UN,2,COREMMA LTDA,82,KIT COIFA CAMBIO,15.56,16.22,2.0,0.0,0.0,32.44,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
921,False,False,False,2023-05-11,PRODUTO,False,False,KT,1,ZENO AUTO PEÇAS,112,KIT ROLAMENTO RODA TRAS,61.49,107.05,1.0,0.0,0.0,107.05,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
922,False,False,False,2023-05-10,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,338,CILINDRO MESTRE FREIO DUPLO,188.02,264.79,1.0,0.0,0.0,264.79,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
923,False,False,False,2023-05-11,PRODUTO,False,False,un,5,BELLI & BELLI,466,IMPULSOR BENDIX,75.0,65.72,1.0,0.0,0.0,65.72,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
923,False,False,False,2023-05-11,PRODUTO,False,False,UN,5,BELLI & BELLI,64,PORTA ESCOVAS,45.0,30.0,1.0,0.0,0.0,30.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
924,False,False,False,2023-05-10,PRODUTO,False,False,UN,2,COREMMA LTDA,533,RETENTOR MOTOR TRASEIRO,134.88,284.85,1.0,0.0,0.0,284.85,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
925,False,False,False,2023-05-11,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,28,BOBINA IGNICAO,222.0,175.4,1.0,0.0,0.0,175.4,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
926,False,False,False,2023-05-10,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,146,REPARO PINÇA FREIO,60.54,23.88,1.0,0.0,0.0,23.88,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
927,False,False,False,2023-05-10,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,29,FILTRO LUB DIESEL,25.48,58.45,1.0,0.0,0.0,58.45,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
927,False,False,False,2023-05-10,PRODUTO,False,False,KG,1,ZENO AUTO PEÇAS,44,FILTRO AR,18.86,70.23,1.0,0.0,0.0,70.23,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
927,False,False,False,2023-05-10,PRODUTO,False,False,LT,1,ZENO AUTO PEÇAS,185,LUB TOP TURBO 15W40,36.54,39.14,9.0,0.0,0.0,352.26,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
928,False,False,False,2023-05-10,PRODUTO,False,False,UN,5,BELLI & BELLI,63,AUTOMATICO PARTIDA,80.0,182.4,1.0,0.0,0.0,182.4,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
928,False,False,False,2023-05-10,PRODUTO,False,False,UN,5,BELLI & BELLI,64,PORTA ESCOVAS,30.0,63.41,1.0,0.0,0.0,63.41,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
929,False,False,False,2023-05-10,PRODUTO,False,False,UN,2,COREMMA LTDA,159,TERMINAL CABO ENGATE,46.28,53.76,1.0,0.0,0.0,53.76,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
930,False,False,False,2023-04-28,PRODUTO,False,False,UN,41,ENERGIA ERBS,378,BATERIA ERBS 45HP 12M,145.07,145.07,3.0,0.0,0.0,435.21,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
931,False,False,False,2023-05-11,PRODUTO,False,False,un,3,MAESTRI AUTO PEÇAS,535,MACANETA EXTERNA,15.0,15.0,1.0,0.0,0.0,15.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
932,False,False,False,2023-05-11,PRODUTO,False,False,JG,2,COREMMA LTDA,114,CABO VELA,128.25,93.38,1.0,0.0,0.0,93.38,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,un,2,COREMMA LTDA,274,MANGUEIRA SUP RADIADOR,114.73,34.52,1.0,0.0,0.0,34.52,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,JG,2,COREMMA LTDA,114,CABO VELA,93.38,65.93,1.0,0.0,0.0,65.93,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,un,2,COREMMA LTDA,113,VELA IGNICAO,24.01,13.68,4.0,0.0,0.0,54.72,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,kt,2,COREMMA LTDA,334,KIT DISTRIBUICAO,86.87,91.11,1.0,0.0,0.0,91.11,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,UN,2,COREMMA LTDA,9,BOMBA AGUA,72.34,80.83,1.0,0.0,0.0,80.83,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,UNI,2,COREMMA LTDA,433,BUCHA BRACO OSCILANTE DIANTEIRO,5.94,5.94,4.0,0.0,0.0,23.76,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,un,2,COREMMA LTDA,144,JUNTA FIXA,119.79,115.45,1.0,0.0,0.0,115.45,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,un,2,COREMMA LTDA,497,BRAÇO OSCILANTE,64.14,64.14,2.0,0.0,0.0,128.28,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
933,False,False,False,2023-05-11,PRODUTO,False,False,UN,2,COREMMA LTDA,78,CILINDRO MESTRE,119.88,119.88,1.0,0.0,0.0,119.88,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
934,False,False,False,2023-05-11,PRODUTO,False,False,un,2,COREMMA LTDA,199,TRIZETA,69.61,63.19,1.0,0.0,0.0,63.19,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
935,False,False,False,2023-05-11,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,71,COXIM MOTOR DIANTEIRO,263.08,587.46,1.0,0.0,0.0,587.46,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
936,False,False,False,2023-05-11,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,113,VELA IGNICAO,13.68,15.55,4.0,0.0,0.0,62.2,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
937,False,False,False,2023-05-09,PRODUTO,False,False,LT,24,ATRIA LUB COMERCIO DE LUBRIFICANTES,14,LUB 5W30,26.49,26.49,48.0,0.0,0.0,1271.52,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
937,False,False,False,2023-05-09,PRODUTO,False,False,LT,24,ATRIA LUB COMERCIO DE LUBRIFICANTES,13,LUB 10W40,27.05,26.35,24.0,0.0,0.0,632.4,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
937,False,False,False,2023-05-09,PRODUTO,False,False,LT,24,ATRIA LUB COMERCIO DE LUBRIFICANTES,15,LUB 5W40,27.0,29.9,24.0,0.0,0.0,717.6,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
938,False,False,False,2023-05-12,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,71,COXIM MOTOR DIANTEIRO,587.46,584.81,1.0,0.0,0.0,584.81,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
939,False,False,False,2023-05-12,PRODUTO,False,False,UNI,2,COREMMA LTDA,96,RETENTOR COMANDO VALVULA,13.87,13.87,1.0,0.0,0.0,13.87,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
939,False,False,False,2023-05-12,PRODUTO,False,False,un,2,COREMMA LTDA,426,BUCHA BANDEJA DIANTEIRA PARTE TRASEIRA,30.18,35.09,1.0,0.0,0.0,35.09,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
940,False,False,False,2023-05-12,PRODUTO,False,False,un,2,COREMMA LTDA,172,AMORTECEDOR DIANTEIRO,131.77,227.03,2.0,0.0,0.0,454.06,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
940,False,False,False,2023-05-12,PRODUTO,False,False,KT,2,COREMMA LTDA,225,KIT AMORTECEDOR DIANTEIRO,21.13,31.13,2.0,0.0,0.0,62.26,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
941,False,False,False,2023-05-12,PRODUTO,False,False,UN,2,COREMMA LTDA,24,SENSOR ROTACAO,169.82,72.63,1.0,0.0,0.0,72.63,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
942,False,False,False,2023-05-12,PRODUTO,False,False,UNI,2,COREMMA LTDA,283,BANDEJA DIANTEIRA,83.29,184.21,2.0,0.0,0.0,368.42,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
943,False,False,False,2023-05-12,PRODUTO,False,False,un,2,COREMMA LTDA,122,FILTRO AR CONDICIONADO,17.83,13.49,1.0,0.0,0.0,13.49,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
944,False,False,False,2023-05-12,PRODUTO,False,False,kt,2,COREMMA LTDA,259,KIT COIFA HOMOCINETICA,36.75,18.3,2.0,0.0,0.0,36.6,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
945,False,False,False,2023-05-12,PRODUTO,False,False,un,41,ENERGIA ERBS,536,BATERIA ERBS 52 HP,185.14,185.14,1.0,0.0,0.0,185.14,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
945,False,False,False,2023-05-12,PRODUTO,False,False,UN,41,ENERGIA ERBS,378,BATERIA ERBS 45HP 12M,145.07,145.07,3.0,0.0,0.0,435.21,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
946,False,False,False,2023-05-15,PRODUTO,False,False,UNI,1,ZENO AUTO PEÇAS,17,FILTRO LUB,9.93,25.91,3.0,0.0,0.0,77.73,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
947,False,False,False,2023-05-15,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,44,FILTRO AR,70.23,68.26,1.0,0.0,0.0,68.26,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
947,False,False,False,2023-05-15,PRODUTO,False,False,UNI,1,ZENO AUTO PEÇAS,17,FILTRO LUB,25.91,63.45,1.0,0.0,0.0,63.45,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
948,False,False,False,2023-05-15,PRODUTO,False,False,un,2,COREMMA LTDA,274,MANGUEIRA SUP RADIADOR,34.52,34.9,1.0,0.0,0.0,34.9,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
948,False,False,False,2023-05-15,PRODUTO,False,False,un,2,COREMMA LTDA,537,MANGUEIRA BORR P/GAS,16.98,16.98,1.0,0.0,0.0,16.98,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
949,False,False,False,2023-05-15,PRODUTO,False,False,un,2,COREMMA LTDA,272,MANGUEIRA RESERVATORIO,51.02,33.58,1.0,0.0,0.0,33.58,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
950,False,False,False,2023-05-15,PRODUTO,False,False,kt,2,COREMMA LTDA,334,KIT DISTRIBUICAO,91.11,151.29,1.0,0.0,0.0,151.29,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
951,False,False,False,2023-05-12,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,118,SENSOR VELOCIDADE,105.31,68.28,1.0,0.0,0.0,68.28,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
952,False,False,False,2023-05-15,PRODUTO,False,False,PR,2,COREMMA LTDA,217,LUVA,110.4,55.2,1.0,0.0,0.0,55.2,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
953,False,False,False,2023-05-15,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,194,SILENCIOSO TRASEIRO,191.68,187.69,1.0,0.0,0.0,187.69,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
953,False,False,False,2023-05-15,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,40,SILENCIOSO INTERMEDIARIO,85.85,172.05,1.0,0.0,0.0,172.05,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
954,False,False,False,2023-05-15,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,538,TUBO EXTENSÃO CATALIZADOR,208.0,208.0,1.0,0.0,0.0,208.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
955,False,False,False,2023-05-16,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,28,BOBINA IGNICAO,175.4,249.81,1.0,0.0,0.0,249.81,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
956,False,False,False,2023-05-16,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,301,COIFA HOMOCINETICA CAMBIO,20.3,22.18,1.0,0.0,0.0,22.18,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
956,False,False,False,2023-05-16,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,98,TINTA SPRAY,26.43,29.08,1.0,0.0,0.0,29.08,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
957,False,False,False,2023-05-15,PRODUTO,False,False,un,21,MOURA DISTRIBUIDORA DE BATERIAS,237,BATERIA ZETTA 60HP 18M,228.0,251.0,2.0,0.0,0.0,502.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
957,False,False,False,2023-05-15,PRODUTO,False,False,UN,21,MOURA DISTRIBUIDORA DE BATERIAS,29,BATERIA MOURA 60HP 24M,320.0,359.0,4.0,359.0,25.0,1077.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
957,False,False,False,2023-05-15,PRODUTO,False,False,un,21,MOURA DISTRIBUIDORA DE BATERIAS,53,BATERIA MOURA 48HP   24M,307.0,319.0,1.0,0.0,0.0,319.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
958,False,False,False,2023-05-11,PRODUTO,False,False,UN,42,BLACK PRIME SUL COM DE PRODUTOS,99,DESCARBONIZANTE,23.56,27.99,24.0,0.0,0.0,671.76,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
958,False,False,False,2023-05-11,PRODUTO,False,False,UN,42,BLACK PRIME SUL COM DE PRODUTOS,101,SILICONE,39.73,27.49,20.0,0.0,0.0,549.8,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
959,False,False,False,2023-05-15,PRODUTO,False,False,UN,8,SIGA BEM DIST DE LUBRIFICANTES LTDA,539,PNEU 225/45/17,365.77,365.9,2.0,0.0,0.0,731.8,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
959,False,False,False,2023-05-15,PRODUTO,False,False,LT,8,SIGA BEM DIST DE LUBRIFICANTES LTDA,11,LUB 20W50,14.91,15.99,24.0,0.0,0.0,383.76,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
960,False,False,False,2023-05-16,PRODUTO,False,False,JG,1,ZENO AUTO PEÇAS,339,PASTILHA FREIO DIANTEIRO,36.6,52.57,1.0,0.0,0.0,52.57,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
960,False,False,False,2023-05-16,PRODUTO,False,False,un,1,ZENO AUTO PEÇAS,301,COIFA HOMOCINETICA CAMBIO,22.18,22.38,2.0,0.0,0.0,44.76,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
960,False,False,False,2023-05-16,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,419,BUCHA PNEUZINHO,8.79,8.22,4.0,0.0,0.0,32.88,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
960,False,False,False,2023-05-16,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,26,HOMOCINETICA,157.65,144.0,1.0,0.0,0.0,144.0,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
960,False,False,False,2023-05-16,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,405,DISCO FREIO DIANTEIRO SOLIDO,61.12,102.38,2.0,0.0,0.0,204.76,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
960,False,False,False,2023-05-16,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,47,ROLAMENTO RODA DIANTEIRA,77.5,88.59,2.0,0.0,0.0,177.18,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
961,False,False,False,2023-05-17,PRODUTO,False,False,UNI,2,COREMMA LTDA,283,BANDEJA DIANTEIRA,184.21,57.63,1.0,0.0,0.0,57.63,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
962,False,False,False,2023-05-17,PRODUTO,False,False,UN,1,ZENO AUTO PEÇAS,257,CUBO RODA DIANTEIRO,77.87,85.96,2.0,0.0,0.0,171.92,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
963,False,False,False,2023-05-17,PRODUTO,False,False,UN,2,COREMMA LTDA,30,PIVO SUSPENCAO DIREITO,42.94,50.37,1.0,0.0,0.0,50.37,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
964,False,False,False,2023-05-17,PRODUTO,False,False,un,2,COREMMA LTDA,192,PIVO SUSPENSAO ESQUERDO,83.98,54.71,1.0,0.0,0.0,54.71,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
964,False,False,False,2023-05-17,PRODUTO,False,False,UN,2,COREMMA LTDA,125,COXIM AMORTECEDOR DIANTEIRO,54.8,35.84,2.0,0.0,0.0,71.68,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
964,False,False,False,2023-05-17,PRODUTO,False,False,un,2,COREMMA LTDA,105,BATENTE SUSPENSAO TRAS,30.18,34.43,2.0,0.0,0.0,68.86,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
964,False,False,False,2023-05-17,PRODUTO,False,False,UN,2,COREMMA LTDA,405,DISCO FREIO DIANTEIRO,102.38,99.7,2.0,0.0,0.0,199.4,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
964,False,False,False,2023-05-17,PRODUTO,False,False,UN,2,COREMMA LTDA,148,JUNTA TAMPA VALVULA,41.1,18.86,1.0,0.0,0.0,18.86,0,,False,E,,,,0.0,,,True,False,False,1,,,,,,,,,
