REGISTRO,DATA,CODCXA,CAIXA,ORDEM,PEDIDO,DATAOS,TOTAL,TITULO,PARCELA,PARCELAS,CHEQUE,VALOR,HISTORICO,CODCTA,NOMECTA,FORNECE,CODFOR,SALDO,CODNIV,DESNIV,CTO,OBS,DATAV,DATAP,VALORP,SITUACAO,JUROS,MULTA,RECIBO,FORMA,PRAZO,PV,HISTORICO2,HISTORICO3,PTITULO,PCHEQUE,PERJUROS,PERMULTA,PERDESC,DESCONTO,DIAS,DP,DF,SELECIONA
1274,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,2,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,11841.24,4,CUSTO FINANCEIRO,2934,,2023-10-25,2023-10-30,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,5,False,True,False
1275,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,3,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,2389.9,4,CUSTO FINANCEIRO,3217,,2023-11-25,2023-12-04,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,9,False,True,False
1276,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,4,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,0.0,4,CUSTO FINANCEIRO,3442,,2023-12-25,2024-01-08,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,14,False,True,False
1277,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,5,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,2943.46,4,CUSTO FINANCEIRO,3631,,2024-01-25,2024-01-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1278,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,6,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,0.0,4,CUSTO FINANCEIRO,3908,,2024-02-25,2024-03-04,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
1279,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,7,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,6544.03,4,CUSTO FINANCEIRO,4144,,2024-03-25,2024-04-02,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
1280,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,8,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,2332.0,4,CUSTO FINANCEIRO,4346,,2024-04-25,2024-04-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1281,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,9,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,8546.03,4,CUSTO FINANCEIRO,4581,,2024-05-25,2024-05-28,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
1282,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,10,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,4014.82,4,CUSTO FINANCEIRO,4791,,2024-06-25,2024-06-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1283,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,11,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,9617.63,4,CUSTO FINANCEIRO,5044,,2024-07-25,2024-07-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,
1284,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,12,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,3968.8,4,CUSTO FINANCEIRO,5268,,2024-08-25,2024-08-26,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1285,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,13,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,6200.0,4,CUSTO FINANCEIRO,5493,,2024-09-25,2024-09-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,
1286,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,14,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,2542.0,4,CUSTO FINANCEIRO,5700,,2024-10-25,2024-10-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1287,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,15,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,10126.5,4,CUSTO FINANCEIRO,5933,,2024-11-25,2024-11-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,
1288,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,16,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,7662.69,4,CUSTO FINANCEIRO,6229,,2024-12-25,2025-01-06,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,12,False,True,False
1289,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,17,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,28211.08,4,CUSTO FINANCEIRO,6361,,2025-01-25,2025-01-27,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,
1290,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,18,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,0.0,4,CUSTO FINANCEIRO,6648,,2025-02-25,2025-02-26,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
1291,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,19,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,9124.52,4,CUSTO FINANCEIRO,6864,,2025-03-25,2025-03-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,
1292,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,20,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,0.0,4,CUSTO FINANCEIRO,7057,,2025-04-25,2025-04-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1293,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,21,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,0.0,4,CUSTO FINANCEIRO,7260,,2025-05-25,2025-05-27,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,2,False,True,False
1294,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,22,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,9866.9,4,CUSTO FINANCEIRO,7466,,2025-06-25,2025-06-27,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,2,False,True,
1295,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,23,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,11269.48,4,CUSTO FINANCEIRO,7664,,2025-07-25,2025-07-28,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,3,False,True,False
1296,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,24,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,26267.5,4,CUSTO FINANCEIRO,7848,,2025-08-25,2025-08-26,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
1297,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,25,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,17625.91,4,CUSTO FINANCEIRO,8084,,2025-09-25,2025-09-26,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
1298,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,26,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,20174.46,4,CUSTO FINANCEIRO,8288,,2025-10-25,2025-10-27,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,
1299,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,27,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,7880.78,4,CUSTO FINANCEIRO,8512,,2025-11-25,2025-11-26,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,1,False,True,False
1300,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,28,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,9337.67,4,CUSTO FINANCEIRO,8763,,2025-12-25,2026-01-05,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,11,False,True,False
1301,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,29,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,9882.35,4,CUSTO FINANCEIRO,8896,,2026-01-25,2026-01-26,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1302,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,30,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,17044.63,4,CUSTO FINANCEIRO,9100,,2026-02-25,2026-02-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1303,2023-09-11,1,CAIXA GERAL,,,2023-09-11,96096.0,SICOOB ROT,31,48,0,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,30806.14,4,CUSTO FINANCEIRO,9254,,2026-03-25,2026-03-25,2002.0,P,0.0,0.0,,DEBITO EM CONTA,25,2023-08-25,,,True,False,0.0,0.0,0.0,0.0,,False,True,False
1304,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,32,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,22125.75,4,CUSTO FINANCEIRO,,,2026-04-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1305,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,33,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,145030.71,4,CUSTO FINANCEIRO,,,2026-05-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1306,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,34,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,178834.75,4,CUSTO FINANCEIRO,,,2026-06-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1307,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,35,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,294897.48,4,CUSTO FINANCEIRO,,,2026-07-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1308,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,36,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,311534.43,4,CUSTO FINANCEIRO,,,2026-08-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1309,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,37,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,328171.38,4,CUSTO FINANCEIRO,,,2026-09-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1310,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,38,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,344149.33,4,CUSTO FINANCEIRO,,,2026-10-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1311,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,39,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,360127.28,4,CUSTO FINANCEIRO,,,2026-11-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1312,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,40,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,171022.84,4,CUSTO FINANCEIRO,,,2026-12-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1313,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,41,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,173024.84,4,CUSTO FINANCEIRO,,,2027-01-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1314,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,42,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,175026.84,4,CUSTO FINANCEIRO,,,2027-02-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1315,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,43,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,177028.84,4,CUSTO FINANCEIRO,,,2027-03-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1316,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,44,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,179030.84,4,CUSTO FINANCEIRO,,,2027-04-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1317,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,45,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,181032.84,4,CUSTO FINANCEIRO,,,2027-05-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1318,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,46,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,183034.84,4,CUSTO FINANCEIRO,,,2027-06-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1319,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,47,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,185036.84,4,CUSTO FINANCEIRO,,,2027-07-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1320,2023-09-11,0,,,,2023-09-11,96096.0,SICOOB ROT,48,48,,2002.0,,38,EMPRÉSTIMOS / JUROS,SICOOB EMPRESARIAL,18,187038.84,4,CUSTO FINANCEIRO,,,2027-08-25,,,A,,,,DEBITO EM CONTA,25,2023-08-25,,,True,False,,,,,,False,True,
1324,2023-09-12,1,CAIXA GERAL,,,,868.0,DAB AGOSTP,1,,0,868.0,,65,PEÇAS,DABESUL DISTRIBUIDOR DE PEÇAS,6,6427.84,5,COMPRAS,2873,,2023-10-10,2023-10-23,868.0,P,0.0,0.0,,CH VC PF,,,,,True,False,0.0,0.0,0.0,0.0,13,True,False,False
1325,2023-09-12,1,CAIXA GERAL,,,,800.0,666-03,1,,0,800.0,,65,PEÇAS,COREMMA LTDA,2,3189.9,5,COMPRAS,3218,,2023-11-25,2023-12-04,800.0,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,9,True,False,False
1326,2023-09-12,1,CAIXA GERAL,,,,800.0,666-02,1,,0,800.0,,65,PEÇAS,COREMMA LTDA,2,13443.04,5,COMPRAS,2936,,2023-10-26,2023-10-30,800.0,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,4,True,False,False
1327,2023-09-12,1,CAIXA GERAL,,,,801.5,666-01,1,,0,801.5,,65,PEÇAS,COREMMA LTDA,2,32849.9,5,COMPRAS,2721,,2023-09-26,2023-10-02,801.5,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,6,True,False,False
1337,2023-09-14,1,CAIXA GERAL,,,2023-09-14,14171.19,ZEAGOS23,1,5,0,2834.23,,65,PEÇAS,ZENO AUTO PEÇAS,1,12167.54,5,COMPRAS,2880,,2023-10-14,2023-10-23,2834.23,P,0.0,0.0,,CH SICOOB,14,2023-09-14,,,True,False,0.0,0.0,0.0,0.0,9,False,True,False
1338,2023-09-14,1,CAIXA GERAL,,,2023-09-14,14171.19,ZEAGOS23,2,5,0,2834.24,,65,PEÇAS,ZENO AUTO PEÇAS,1,5683.24,5,COMPRAS,3150,,2023-11-14,2023-11-27,2834.24,P,0.0,0.0,,CH SICOOB,14,2023-09-14,,,True,False,0.0,0.0,0.0,0.0,13,False,True,False
1339,2023-09-14,1,CAIXA GERAL,,,2023-09-14,14171.19,ZEAGOS23,3,5,0,2834.24,,65,PEÇAS,ZENO AUTO PEÇAS,1,0.0,5,COMPRAS,3341,,2023-12-14,2023-12-18,2834.24,P,0.0,0.0,,CH SICOOB,14,2023-09-14,,,True,False,0.0,0.0,0.0,0.0,4,False,True,False
1340,2023-09-14,1,CAIXA GERAL,,,2023-09-14,14171.19,ZEAGOS23,4,5,0,2834.24,,65,PEÇAS,ZENO AUTO PEÇAS,1,0.0,5,COMPRAS,3565,,2024-01-14,2024-01-22,2834.24,P,0.0,0.0,,CH SICOOB,14,2023-09-14,,,True,False,0.0,0.0,0.0,0.0,8,False,True,False
1341,2023-09-14,1,CAIXA GERAL,,,2023-09-14,14171.19,ZEAGOS23,5,5,0,2834.24,,65,PEÇAS,ZENO AUTO PEÇAS,1,0.0,5,COMPRAS,3794,,2024-02-14,2024-02-19,2834.24,P,0.0,0.0,,CH SICOOB,14,2023-09-14,,,True,False,0.0,0.0,0.0,0.0,5,False,True,False
1349,2023-09-18,1,CAIXA GERAL,,,2023-09-18,1725.12,CO001438,1,3,0,575.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,9875.74,4,CUSTO FINANCEIRO,2767,,2023-10-02,2023-10-09,575.04,P,0.0,0.0,,BOLETO,14,2023-10-02,,,True,,0.0,0.0,0.0,0.0,7,True,False,False
1350,2023-09-18,1,CAIXA GERAL,,,2023-09-18,1725.12,CO001438,2,3,0,575.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,21301.38,4,CUSTO FINANCEIRO,2888,,2023-10-16,2023-10-23,575.04,P,0.0,0.0,,BOLETO,14,2023-10-02,,,True,,0.0,0.0,0.0,0.0,7,True,False,False
1351,2023-09-18,1,CAIXA GERAL,,,2023-09-18,1725.12,CO001438,3,3,0,575.04,COMERCIAL LUCAR,2,MANUTENCAO FERRAMENTA,COMERCIAL LUCAR,40,11196.37,4,CUSTO FINANCEIRO,2972,,2023-10-30,2023-11-06,575.04,P,0.0,0.0,,BOLETO,14,2023-10-02,,,True,,0.0,0.0,0.0,0.0,7,True,False,False
1359,2023-09-19,1,CAIXA GERAL,,,2023-09-19,2228.0,CO001440,1,4,0,557.0,LINK COMERCIAL IMPORTADORA,2,MANUTENCAO FERRAMENTA,LINK COMERCIAL IMPORTADORA,23,21858.38,4,CUSTO FINANCEIRO,2889,,2023-10-16,2023-10-23,557.0,P,0.0,0.0,,BOLETO,23,2023-10-16,,,True,,0.0,0.0,0.0,0.0,7,True,False,False
1360,2023-09-19,1,CAIXA GERAL,,,2023-09-19,2228.0,CO001440,2,4,0,557.0,LINK COMERCIAL IMPORTADORA,2,MANUTENCAO FERRAMENTA,LINK COMERCIAL IMPORTADORA,23,16414.55,4,CUSTO FINANCEIRO,3033,,2023-11-08,2023-11-10,557.0,P,0.0,0.0,,BOLETO,23,2023-10-16,,,True,,0.0,0.0,0.0,0.0,2,True,False,False
1361,2023-09-19,1,CAIXA GERAL,,,2023-09-19,2228.0,CO001440,3,4,0,557.0,LINK COMERCIAL IMPORTADORA,2,MANUTENCAO FERRAMENTA,LINK COMERCIAL IMPORTADORA,23,14867.22,4,CUSTO FINANCEIRO,3232,,2023-12-04,2023-12-04,557.0,P,0.0,0.0,,BOLETO,23,2023-10-16,,,True,,0.0,0.0,0.0,0.0,,True,False,
1362,2023-09-19,1,CAIXA GERAL,,,2023-09-19,2228.0,CO001440,4,4,0,557.0,LINK COMERCIAL IMPORTADORA,2,MANUTENCAO FERRAMENTA,LINK COMERCIAL IMPORTADORA,23,0.0,4,CUSTO FINANCEIRO,3452,,2023-12-28,2024-01-08,557.0,P,0.0,0.0,,BOLETO,23,2023-10-16,,,True,,0.0,0.0,0.0,0.0,11,True,False,False
1369,2023-09-28,1,CAIXA GERAL,,,2023-09-28,2368.0,CO001493,1,3,0,789.34,LINK COMERCIAL IMPORTADORA,2,MANUTENCAO FERRAMENTA,LINK COMERCIAL IMPORTADORA,23,11985.71,4,CUSTO FINANCEIRO,2973,,2023-10-30,2023-11-06,789.34,P,0.0,0.0,,BOLETO,28,2023-10-30,,,True,,0.0,0.0,0.0,0.0,7,True,False,False
1370,2023-09-28,1,CAIXA GERAL,,,2023-09-28,2368.0,CO001493,2,3,0,789.33,LINK COMERCIAL IMPORTADORA,2,MANUTENCAO FERRAMENTA,LINK COMERCIAL IMPORTADORA,23,7051.86,4,CUSTO FINANCEIRO,3222,,2023-11-27,2023-12-04,789.33,P,0.0,0.0,,BOLETO,28,2023-10-30,,,True,,0.0,0.0,0.0,0.0,7,True,False,False
1371,2023-09-28,1,CAIXA GERAL,,,2023-09-28,2368.0,CO001493,3,3,0,789.33,LINK COMERCIAL IMPORTADORA,2,MANUTENCAO FERRAMENTA,LINK COMERCIAL IMPORTADORA,23,0.0,4,CUSTO FINANCEIRO,3450,,2023-12-27,2024-01-08,789.33,P,0.0,0.0,,BOLETO,28,2023-10-30,,,True,,0.0,0.0,0.0,0.0,12,True,False,False
1375,2023-09-28,1,CAIXA GERAL,,,2023-09-28,1424.4,CO001496,1,3,0,474.8,DISTRIBUIDORA CONDOR FORTA LTDA,2,MANUTENCAO FERRAMENTA,DISTRIBUIDORA CONDOR FORTA LTDA,63,13917.84,4,CUSTO FINANCEIRO,2937,,2023-10-26,2023-10-30,474.8,P,0.0,0.0,,BOLETO,28,2023-10-26,,,True,,0.0,0.0,0.0,0.0,4,True,False,False
1376,2023-09-28,1,CAIXA GERAL,,,2023-09-28,1424.4,CO001496,2,3,0,474.8,DISTRIBUIDORA CONDOR FORTA LTDA,2,MANUTENCAO FERRAMENTA,DISTRIBUIDORA CONDOR FORTA LTDA,63,33087.96,4,CUSTO FINANCEIRO,3180,,2023-11-23,2023-11-27,474.8,P,0.0,0.0,,BOLETO,28,2023-10-26,,,True,,0.0,0.0,0.0,0.0,4,True,False,False
1377,2023-09-28,1,CAIXA GERAL,,,2023-09-28,1424.4,CO001496,3,3,0,474.8,DISTRIBUIDORA CONDOR FORTA LTDA,2,MANUTENCAO FERRAMENTA,DISTRIBUIDORA CONDOR FORTA LTDA,63,0.0,4,CUSTO FINANCEIRO,3437,,2023-12-21,2024-01-08,474.8,P,0.0,0.0,,BOLETO,28,2023-10-26,,,True,,0.0,0.0,0.0,0.0,18,True,False,False
1378,2023-10-02,1,CAIXA GERAL,,,,864.0,896-02,1,,0,864.0,,65,PEÇAS,COREMMA LTDA,2,15689.05,5,COMPRAS,2977,,2023-11-03,2023-11-06,864.0,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,3,True,False,False
1379,2023-10-02,1,CAIXA GERAL,,,,864.0,896-03,1,,0,864.0,,65,PEÇAS,COREMMA LTDA,2,15174.22,5,COMPRAS,3231,,2023-12-03,2023-12-04,864.0,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,,True,False,
1380,2023-10-02,1,CAIXA GERAL,,,,864.46,896-01,1,,0,864.46,,65,PEÇAS,COREMMA LTDA,2,12099.27,5,COMPRAS,2770,,2023-10-04,2023-10-09,864.46,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,5,True,False,False
1381,2023-10-02,1,CAIXA GERAL,,,,66.31,lixo loja,1,,0,66.31,,34,LIXO,SANEAMENTO GUABIRUBA,38,6494.15,2,CUSTO GERAL,2874,,2023-10-10,2023-10-23,66.31,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,13,True,False,False
1382,2023-10-02,1,CAIXA GERAL,,,,33.16,lixo apto,1,,0,33.16,,34,LIXO,SANEAMENTO GUABIRUBA,38,6527.31,2,CUSTO GERAL,2875,,2023-10-10,2023-10-23,33.16,P,0.0,0.0,,BOLETO,,,,,True,False,0.0,0.0,0.0,0.0,13,True,False,False
